x_dt,x_geo,base,ac_m_youtube_n_clk,ac_m_linkedin_l_clk_adstk,ac_m_google_n_clk_alpha1_beta0,ac_m_trade_desk_l_clk_alpha1_beta1,ac_m_fb_n_imp,ac_branch_prospect_visits,ac_gqv_n_actra_gix,ac_cust_sat_score,ac_ec_psavert,ac_trend,ac_s_index_weekly,ac_web_new_customer_logins,Year
2020-01-05,lux,637.341851489563,3.0294936245691932,2.991325896221838,48.023483323856645,0.0,17.059807863385622,29.25442800401886,30.58925615883492,1.0583635672298894,4.787769594114438,0.0,116.46828915136938,13.39593132683613,2020
2020-01-12,lux,637.341851489563,2.292333984765143,5.478903376680714,17.953168574622847,5.905338439912103,26.581140688109418,62.79711505227489,51.0707844020583,0.7572891038277593,3.55224744750249,0.5715949272368458,80.15939943375103,11.538833079695353,2020
2020-01-19,lux,637.341851489563,1.897251858813783,8.566275035478714,178.8484428003461,11.28801253613957,36.38164895891169,101.5801892530203,61.958816983981976,0.9187393054048494,4.462992542632597,1.3869121416593178,91.11069333925596,13.258173754792164,2020
2020-01-26,lux,637.341851489563,1.8949822610192972,11.85121803032665,43.28041300495043,8.511774318330785,45.30072832471036,0.0,63.298142310309146,0.938599123263203,4.716206684900293,2.1253382421103155,140.76872786443383,10.972018346082539,2020
2020-02-02,lux,637.341851489563,2.6998536191665234,13.120756918839563,140.4394200680136,10.817907253540847,36.597114868358595,19.94127352428034,41.702317603598765,0.5410749454586401,3.7328706820648243,2.178125051693713,98.8949372786382,10.992496696783379,2020
2020-02-09,lux,637.341851489563,2.3304684060539858,18.046296236283748,46.91049485479059,21.529769763492766,38.1443099937878,24.40725320338448,76.56273986310455,0.6622522468154689,4.608278075579002,3.3324131468204343,106.50010147343518,5.623771246888955,2020
2020-02-16,lux,637.341851489563,1.5909980915173516,12.308814150077524,74.44551763303717,9.049043961181392,30.023612186308483,0.0,64.30366206139507,0.5562136981352109,3.9035062223797605,3.3586003200811123,54.30227333071707,6.815906855606854,2020
2020-02-23,lux,637.341851489563,2.1023287600450784,8.423336128584067,120.64358798068783,4.734165361462395,28.20054038262186,19.29672666740449,60.531607212607355,0.5235861850239063,3.705681687367642,3.6885155056857903,48.51359923970924,1.294473399237274,2020
2020-03-01,lux,637.341851489563,4.755668540849201,8.46163616849721,139.085485180407,25.08366899152462,35.16872767200554,39.498051215200604,96.36731510199645,0.1786195340112521,3.8244252459669412,4.314252785317751,55.86746406233932,3.052834012320946,2020
2020-03-08,lux,637.341851489563,3.442920509219897,10.218774327937268,84.14928328322969,33.92016372581653,42.60598070736715,72.30048795060894,109.19917983902944,0.2179732766419613,5.486033803881418,5.922872874561699,81.85894336682706,1.3355348453157616,2020
2020-03-15,lux,637.341851489563,7.280305970683026,10.455607383705514,147.92462891845793,38.444673189447336,49.106607133106145,24.98618745438723,226.42761519290846,0.22598690429075513,6.536838977848936,6.822914390905225,143.7180278344912,0.7287551602051471,2020
2020-03-22,lux,637.341851489563,7.121670874069841,17.100636985604996,168.52551992320952,43.33459475600196,63.918678548278656,0.0,221.49384362387505,0.22106273564456907,7.225017020707307,7.341670251032782,156.52395034165718,2.8515034503552252,2020
2020-03-29,lux,637.341851489563,6.759748981986467,25.269188732850658,163.38683797009642,32.015555233291686,48.982959738643366,0.0,210.2375707088982,0.20982837155103617,7.646244766047095,7.60207421948923,135.30023105045996,3.2479087371226814,2020
2020-04-05,lux,637.341851489563,5.945093463275684,25.330061151899002,158.09388961366213,28.032035058314378,35.84070577293056,0.0,164.30632919393435,0.10151547034613444,9.727489945433318,7.9687871773571155,76.65751414190358,0.6547275213807555,2020
2020-04-12,lux,637.341851489563,3.3638684748783705,18.13063295492161,98.97533124886773,11.046419506862762,35.79491993228554,0.0,133.45816269716045,0.10185760331225906,13.275592680460154,8.61069355767145,82.9298674948384,1.9708023591783237,2020
