x_geo,beta_m_google_n_clk,beta_m_linkedin_l_clk_adstk,beta_m_trade_desk_l_imp_alpha0_beta1,beta_m_youtube_n_clk_alpha1_beta1,beta_gqv_n_retire_gix,Intercept,e_intercept
osl,3.0883818541238095,2.2466664760765735,0.5966004489460058,1.6646278656834128,5.653832572301578,892.5139315285763,
