x_dt,x_geo,base,ac_m_trade_desk_l_clk,ac_m_linkedin_l_clk,ac_m_google_n_imp_adstk,ac_m_youtube_n_imp_adstk,ac_m_bing_l_imp_adstk,ac_s_index_weekly,ac_gqv_n_actra_gix,ac_ec_is_bull,ac_ec_psavert,ac_web_new_customer_logins,ac_trend
2020-06-21,bcn,5492.62608160036,3675.169754366513,699.6415827147353,2182.7912059470905,438.0313133527974,2549.615907829626,891.8138426053814,5826.604948673087,465.18642527610734,1021.532499529498,32.319854879419054,1423.6665832253855
2020-06-28,bcn,5492.62608160036,3054.946513721506,985.0030264553623,2335.4818198979247,567.6735153655168,2810.1146756683193,760.5860911397936,5140.76186163337,491.5712729733728,1040.9792162799506,34.886184465672066,1610.3697407988507
2020-07-05,bcn,5492.62608160036,2723.5436828645143,477.53498553301205,2274.623640255211,469.4172233646543,3097.0434296016447,393.9713469098568,3953.4096158022057,373.8641527580639,1004.366398831129,19.247998320512412,1674.3514441588368
2020-07-12,bcn,5492.62608160036,2876.5418792027585,473.84436693930695,2065.2046063048606,245.28526331431692,3091.2340364837237,474.37781435025215,5973.292572809721,632.7756262532365,936.7493168393081,29.121840847084215,1641.946595055068
2020-07-19,bcn,5492.62608160036,4462.67701631246,388.01817218178405,1902.641505962278,123.51394111842191,2532.3692003898486,576.6635822727226,6043.779308175074,754.2353219872797,831.968985374826,27.082413532308088,1531.4244710926391
2020-07-26,bcn,5492.62608160036,4523.505015877063,218.39801592739477,2268.377528371695,156.55380422653212,2431.4019863191616,546.7877198094695,4705.85878334408,514.4109026862576,822.3446700825393,24.882427496504373,1587.8530642589417
2020-08-02,bcn,5492.62608160036,3099.1875886570992,275.89117343214946,2391.9019874882238,184.55145758747057,2511.414263222236,350.8133273221647,4159.490037055589,210.44159763432998,768.2959389832855,16.808912467719633,1563.5776345493725
2020-08-09,bcn,5492.62608160036,3806.9628053330584,205.0530605610782,2506.444463299857,212.52480545220791,2994.0589744867066,588.7289993397868,5441.625585959899,404.7725536871051,824.3620594200427,21.9457250510208,1831.89488580888
2020-08-16,bcn,5492.62608160036,4163.142834499748,185.91461016388695,2334.0821326568175,263.6205021975822,2656.7757591726922,626.2186584342423,4658.3919224836445,707.5602904401967,713.2454095670345,18.98122064170303,1734.4405781420928
2020-08-23,bcn,5492.62608160036,4404.5372190630205,206.064008913306,2657.9238993496524,422.48395984577536,2378.1791549743048,641.837671387988,4139.1498739072185,693.842597072192,641.4714407408202,20.35928545102092,1711.5248076943426
2020-08-30,bcn,5492.62608160036,4065.196294553436,309.2872809069297,3666.2617073531965,625.9356136619446,2766.226547736297,792.9839000631248,5085.013402077123,883.2623376276582,684.9712658642921,24.622529130922207,2011.613039424716
2020-09-06,bcn,5492.62608160036,4749.370926131285,222.7335096158932,4172.412758582197,538.571095255148,2493.478636064617,879.7359464345732,6123.338970639096,807.2106885157139,657.6867783197888,22.267578412872492,2053.567030428454
2020-09-13,bcn,5492.62608160036,2451.1703778390847,270.63741700072615,4745.483548573072,440.7852242383759,1835.5629868719964,905.8633265361842,3664.3265497082007,480.1097352912942,730.229909020906,14.637558517271739,2387.5672848025256
2020-09-20,bcn,5492.62608160036,4681.930341827926,444.39639937271573,4513.511485732516,457.51702633874834,1167.2037606191366,1026.0848610860999,4399.829180724233,820.2064381873311,596.0559550485132,19.80061805397286,2039.8378514084498
2020-09-27,bcn,5492.62608160036,3337.8103096056525,598.7649867460021,6444.1673521496705,738.7524582868361,1570.0887838029757,1161.04314626252,3156.2633716990026,535.1422093607435,682.052106728513,18.161863895881233,2442.1273298618444
2020-10-04,bcn,5492.62608160036,3478.3345097588476,536.1796472663497,6216.828111466952,591.6063421313021,1482.263823135255,266.7035861710727,1572.1506317679612,612.1682379388159,668.674515794103,6.5698038289966165,2496.8947091399864
2020-10-11,bcn,5492.62608160036,2800.250813035106,40.689736381484124,5764.231624567188,367.28492943925573,1301.9673268053286,187.37289042413025,2578.650341626272,1216.7277342804448,722.1964584910731,12.714338309306921,2800.287725040052
2020-10-18,bcn,5492.62608160036,3076.0029327029697,56.95306146002785,6120.448291184127,368.13352458637195,1427.144855174188,430.20525344091874,3526.6004632188756,1429.3767141080718,836.0625393393423,13.768072180772633,3364.678211003975
2020-10-25,bcn,5492.62608160036,2236.4749736205804,39.26527111473397,5179.24379499265,343.66131314750254,1374.2841859292596,341.7786364010548,3859.2884266500932,1438.3348876826599,790.4881203737996,14.143510505357304,3300.410797981953
2020-11-01,bcn,5492.62608160036,2803.999334417338,0.0,4479.951157315482,275.13182945682195,1055.0524275670246,188.64063169935014,2100.706642088848,1224.2037183650616,679.6736667337289,5.183535132665617,2942.8309756233184
2020-11-08,bcn,5492.62608160036,2029.384390060207,104.41919716847806,5228.620956743657,267.2129373537501,1061.054976038317,223.91761978474008,0.0,1505.8242885754173,723.7371454415237,11.997526326478464,3257.204880907074
2020-11-15,bcn,5492.62608160036,2625.4229197262925,290.041073558766,4654.820639973737,186.15985350265095,1290.2344392660252,324.49212698036376,3329.3354577303844,2492.9605162966213,652.2794845141834,18.05356672080219,3050.573840129812
2020-11-22,bcn,5492.62608160036,1970.2875727393196,160.61179411864006,4089.037374681277,179.37585045974993,1468.2743048504535,0.0,4264.197249184694,1655.355397411455,597.8260101735982,17.690932957234686,2904.717431823219
2020-11-29,bcn,5492.62608160036,2631.998861339427,262.4623704101041,3849.0602947849015,284.7004364290254,1554.0377040449648,324.6958510637781,3037.752947031615,2041.6541724238612,658.3135652026203,11.283872643233057,3322.413843026111
2020-12-06,bcn,5492.62608160036,3328.1150234192737,397.2903321565676,2919.449579599696,251.2090902986043,1277.0416254729928,619.987065617784,4906.64353591249,2034.9875407946975,622.4137683644599,14.211903397878828,3197.024453365199
2020-12-13,bcn,5492.62608160036,2983.3261664616434,492.07107975172124,2583.727356438225,147.0199945011505,1187.287424837568,664.5450796731545,6120.650691282169,1968.8208295823988,628.2340799617805,26.79533729662453,3256.8958786132016
2020-12-20,bcn,5492.62608160036,3701.0113231706346,590.7446750087242,2968.906849101065,138.36258912382144,1242.7812082116404,767.3571007159768,5950.3219472824985,1756.0381517041458,661.7763897469049,28.417813424737307,3461.655870909495
2020-12-27,bcn,5492.62608160036,4820.661253664043,630.011781628549,3619.8901655623613,198.09903167580597,1235.846782788201,714.042813439461,2626.197494802835,1817.7340335555048,689.1350665426864,20.555454692741876,3636.2000400474517
2021-01-03,bcn,5492.62608160036,3000.434867340601,228.2592140202813,2033.0452565053201,126.61996039457652,734.5289088879335,783.1356347767852,2659.6980362436398,1338.359206615133,487.18827758243464,145.90988454916013,2503.194671483776
2021-01-10,bcn,5492.62608160036,3209.0155682682253,230.43984403975412,1837.1813366354145,83.27481352355287,624.0965087759558,531.4072587633544,8299.007383380298,1824.0199389247568,773.660172539904,204.87598092200312,3582.39511262642
2021-01-17,bcn,5492.62608160036,2008.1203314793056,302.27673254172765,1773.261739497878,14.378166575647068,242.2348717790081,340.29293162978104,7789.961642344018,1712.1379344172842,810.2962980674841,192.3092677343717,3426.10400233313
2021-01-24,bcn,5492.62608160036,3015.406794033758,328.8900296791101,2869.681425053398,81.92925208603599,455.82101083799887,353.71988122940957,6445.020249853708,1611.211202514037,924.9635236072952,198.88370150074553,3608.8468480041392
2021-01-31,bcn,5492.62608160036,7054.866585796362,703.4058716150482,5950.692955842554,260.48679089499245,1284.6811486387232,1825.0427002876309,14285.066701235111,1795.7652691168582,1380.2406234250989,271.27127913308027,5011.8539924141805
2021-02-07,bcn,5492.62608160036,4044.9263957460375,588.2397365599447,5359.06660601934,233.7518088632478,1366.6924850297191,944.0122085058066,11462.908965243369,1420.5659645927728,1025.0024015136544,217.67892601570875,4093.5284203100414
2021-02-14,bcn,5492.62608160036,5713.038188837763,429.05108832207907,4616.759482677537,201.89192165083483,1393.3111303045334,1030.2007246325413,10737.61901550484,1831.7406546649731,855.0641035573273,203.90577839778922,3901.791829849426
2021-02-21,bcn,5492.62608160036,2832.743967436895,370.9373355079747,3689.7568649401555,204.43461732870998,1239.0472492876788,1121.7014318513059,7679.5632441758835,1632.1226733550382,633.9123222653712,172.34898541261057,3354.8052268380197
2021-02-28,bcn,5492.62608160036,2257.986764971818,372.48088366445035,2472.351670295474,275.417201540529,1016.4094636266107,796.8969472636952,6515.800762695521,1334.6489025131539,462.4883701516471,146.23118722968454,2894.6617644470534
2021-03-07,bcn,5492.62608160036,1678.2019234613585,624.0522072336867,2477.989004289695,388.20369649992796,1006.7854235455106,1160.3130658739606,6824.043759671867,1313.5980945190688,686.0786885098856,177.33035879844044,3568.777695996239
2021-03-14,bcn,5492.62608160036,3744.5500421709207,558.6129915707733,2955.4085777048417,301.16063920279095,944.2112936985952,1293.011359331502,5316.4223001355185,1909.3519419631873,895.9815416878997,187.49354736380664,3835.1696835698012
2021-03-21,bcn,5492.62608160036,2207.7614460254235,468.8888304950149,2970.7430996951825,317.0212736424907,923.1872799805442,1764.1444445167376,4353.625513067319,1798.7334712196985,1018.978921012275,179.12851026476642,3723.1611284801875
2021-03-28,bcn,5492.62608160036,1554.5182630061531,531.7253043416238,2986.127854811982,579.8294198563418,905.1573311194823,1890.1700772380148,3772.672424244943,1983.7675744439996,1229.0755825062613,186.2704605281961,3933.05962630264
2021-04-04,bcn,5492.62608160036,2621.860707513284,367.22398785259514,2005.5191274784709,535.3518488495458,669.8727816102053,1198.582143371463,2791.3384284378662,1567.3686622067867,1153.6392390581755,172.2730720051959,3694.343920016054
2021-04-11,bcn,5492.62608160036,1706.5720308122372,372.8046469244915,1054.4408143006392,332.82513247013225,520.7487638259231,1130.742050603134,3864.5929080618807,2641.051175572698,1211.1524297302578,212.00989637199473,4616.434069726257
2021-04-18,bcn,5492.62608160036,2545.664532649826,691.7592674308573,667.6323250816558,265.37363200511857,576.9282474426426,1316.2768722221665,6270.764384981303,2377.9713372489136,976.0690656387604,206.40685408178993,4562.527399616607
2021-04-25,bcn,5492.62608160036,2133.2447782040654,477.9162566850429,1055.1455239869306,352.2865610677788,1013.3385406597073,1158.4890634827195,6295.742150616129,2315.839166140484,776.0732914866758,207.22901573707784,4649.069570333029
2021-05-02,bcn,5492.62608160036,2355.609351320226,670.5462705439236,1528.765027249199,330.35942818455237,1341.8911779221992,1322.7099048354437,5895.951867303699,1966.8089545464065,697.8037496061461,242.58702807876267,5522.341158809081
2021-05-09,bcn,5492.62608160036,2553.523425169141,419.78773226613237,842.1200393658767,141.77916105924987,600.6476226505531,345.1194585965901,4736.0928258048125,1262.323796106474,394.6294752263857,146.1487528869389,3375.201629267486
2021-05-16,bcn,5492.62608160036,3517.8406631277217,639.3049804867431,890.9367570970078,165.65117442834665,502.4282717152699,482.1255706215845,4726.042719059258,1045.5342219382837,420.6606031398844,166.67271039900712,3904.1762463865325
2021-05-23,bcn,5492.62608160036,1813.0725803371035,341.8131391745027,1124.693123193853,201.41794450563933,584.9317367906211,391.94323749231904,2732.7916171319753,1238.753662655056,452.50033023182095,192.75398588599205,4578.702561000758
2021-05-30,bcn,5492.62608160036,2164.9930859862056,558.1806871850793,965.1728018389625,238.69627617087107,544.3222423373223,532.1091641594294,3695.8087890189977,1139.6720283194038,396.1970805390865,182.47542530610855,4394.746337538172
2021-06-06,bcn,5492.62608160036,1439.1771785909236,426.5577225227718,755.7231896706478,254.63323366706922,411.46373514477057,177.74397336014343,4202.53861852266,1269.3055689367861,306.61799350916743,148.21036197597013,3618.4023424987317
2021-06-13,bcn,5492.62608160036,2233.657378971186,532.9262983877184,1157.0921272774206,291.5855156763679,450.44198734392563,614.9579192846548,3879.3374496661863,1180.7115568190418,318.5776403660197,159.61408166304017,3949.471962944077
2021-06-20,bcn,5492.62608160036,1708.904682207553,447.5102488540195,2286.4298727299292,381.29124282286085,501.6455743050103,973.1461524586587,3473.237897895503,1315.132754908514,329.7760584243034,171.4862967182901,4299.813137075001
2021-06-27,bcn,5492.62608160036,1780.3649748193384,513.1841972173486,3661.057835144234,404.36770456416207,500.1581087428493,866.8334565297114,2477.736318346491,1302.9095544783806,323.34270492962,174.76398432347244,4439.6550793040315
2021-07-04,bcn,5492.62608160036,2084.699081480081,452.1436745742882,3180.944898293235,245.50845811043914,394.8691817801364,596.8001634911185,2482.302331548288,1524.6606236567864,279.8446412820349,153.20028698232883,3942.4005772009054
2021-07-11,bcn,5492.62608160036,2012.7412050685202,281.79969051852066,2173.5090925153586,186.06513787916606,366.59759406787816,342.87521350125434,1720.3359796445372,1255.1196664773074,317.49850507408433,167.19676887676147,4427.635064776252
2021-07-18,bcn,5492.62608160036,2826.243525784618,202.85196498608747,1589.6561702156569,217.99951179770923,357.2401264239369,472.55636016067467,1859.4865941981188,1132.4239739965503,350.9497044515717,183.61913534892292,4846.346851035794
2021-07-25,bcn,5492.62608160036,1964.1096087551077,281.19918294694753,2118.822679693348,314.0184039355995,410.26329408134063,711.4241799375131,2485.383662282493,918.5947065900883,399.5530963760865,204.52061001791918,5465.484493783197
2021-08-01,bcn,5492.62608160036,2243.8156299803186,190.78033539089677,1941.1247481285689,287.7173435049356,344.07923746020236,563.7073406906842,1386.1358122407544,1054.699748926501,341.4953316282094,171.09632580437022,4628.7220646442
2021-08-08,bcn,5492.62608160036,2270.611002114176,255.31820096218274,1740.937163891262,272.183125788837,341.7626659197881,408.29255808290276,1489.5397859186141,1128.0756045500825,361.7835887707634,182.19259534835132,5034.67762705268
2021-08-15,bcn,5492.62608160036,2581.6659381865925,233.68254141970556,1667.100154988059,275.3770862252848,386.06044039838144,666.2634194596995,1642.2071159562654,1299.5951420664987,393.1453786382543,202.70423811913346,5617.5724629417655
2021-08-22,bcn,5492.62608160036,2404.121749105753,277.51757980148517,1867.4443711484323,370.91941539950193,401.71978224240416,732.7647507313221,1557.4228631360388,1010.8293978853806,367.42473381437424,192.23897633489352,5390.9702988000545
2021-08-29,bcn,5492.62608160036,1837.8982916440068,345.69076690672017,2132.7317548121396,567.7113605467537,354.8881216468611,733.6312271272005,2183.592808796521,1292.9386467669024,338.3640457653014,179.6864363692135,5098.240458018019
2021-09-05,bcn,5492.62608160036,3210.3785341162807,396.08747849825033,1970.4622729943806,460.0997646584457,231.7866847908653,626.2375310322182,1434.1969426802377,1185.4581318216922,255.53861925357785,141.13779070900927,4064.9901678446813
2021-09-12,bcn,5492.62608160036,2198.2231601190124,487.1961751390805,2679.7243256595334,327.2968091569554,243.59464776885372,770.7024946806232,1577.7704259787454,1089.3340052388935,262.9527338463776,152.2526293953205,4523.326511416243
2021-09-19,bcn,5492.62608160036,2867.0559184090193,628.0506960738417,3701.931594157758,351.89537008586626,326.16941334035687,805.3955454904223,1809.9568014931463,358.43209690549327,280.8084924374109,178.72820591771594,5247.949784088609
2021-09-26,bcn,5492.62608160036,4285.551528381883,567.8439932682679,4110.146418580457,512.9970145430755,292.5863547234591,1001.7191739820388,1982.469070868363,695.6915431802445,237.28845132790968,163.13609438604664,4843.944275157894
2021-10-03,bcn,5492.62608160036,2699.76325312928,481.0810132959669,4711.700877911032,649.2581514969955,477.7595243010882,1051.0670635676195,1071.4861732152658,658.2423379352989,239.67998504131623,30.040161827411993,5294.295376678364
2021-10-10,bcn,5492.62608160036,1744.1229427652904,202.04173387648436,3528.3643467938014,505.38666345189125,729.837481594347,261.9364480640761,1930.0619379506952,556.9514536166814,250.97550242323877,21.866375942170976,5784.829031920961
2021-10-17,bcn,5492.62608160036,2620.5823867003583,292.2231454214452,2040.6268023166535,369.6292202355733,580.6735324859089,177.33961121550954,1627.0473564225297,1344.851940432322,255.9677380024799,24.390816038549058,6162.041369128313
2021-10-24,bcn,5492.62608160036,1808.8817296628827,438.42209759690735,1743.1794483700032,376.3802589847003,437.4362506065597,361.34213111139934,2115.7829676575866,1967.8214407637367,257.44358362516965,28.34915928189847,6479.334850738794
2021-10-31,bcn,5492.62608160036,2927.938789791193,309.996140221878,1440.1739035066212,290.5269738378642,333.9512260789053,236.34873250374014,3335.99672001869,1198.485662865882,195.98824112129114,20.579094498743874,5162.388433954835
2021-11-07,bcn,5492.62608160036,2486.604207983889,672.4279293735702,2054.5671765095185,407.4110643092007,334.1782406085874,192.7266800444442,3433.9343606300354,1649.6436710144133,248.24860905632175,34.280424187035294,6712.351554682624
2021-11-14,bcn,5492.62608160036,2607.8278526008066,536.2836631985756,2103.752657179261,405.5525854829121,276.1420934032722,191.94415975799802,4285.191751078034,1876.3557680087113,222.4971250228285,35.50438593504728,6155.321876732196
2021-11-21,bcn,5492.62608160036,2164.9679126474516,487.4466270340529,2458.4922465263285,366.8012244448347,301.9011904730739,283.8374821393465,3640.266261285233,1253.9636199823071,205.29247500545964,33.27362104215645,5811.131257819393
2021-11-28,bcn,5492.62608160036,1316.7449421309354,503.6281545658615,2999.060220803437,358.50418123136757,361.1785201658897,0.0,387.98478302005014,1044.2468637662366,216.01151205004086,20.228092765219515,6256.7866479006
2021-12-05,bcn,5492.62608160036,720.443961497783,439.0739956921566,3463.3652719109386,509.98829213467405,402.10853540876303,323.07252312603714,2590.7705125512375,700.281288263983,242.5080389433409,21.137409187513644,7033.624089683211
2021-12-12,bcn,5492.62608160036,1709.5151000503354,727.7762697660035,4010.368713723846,785.9548046317911,607.469617109177,662.3607449322824,2184.163890799442,908.1203603393802,251.42188629451644,29.381290795188548,7186.841239957676
2021-12-19,bcn,5492.62608160036,432.2169563030632,338.71408471620066,4622.47760814868,859.1815973867967,1305.5503946018366,781.0633298376629,1438.7634355993757,675.5181990783245,282.70988288577234,27.803359043176467,7968.375070798748
2021-12-26,bcn,5492.62608160036,1549.6418970161174,544.0692104463864,3957.086775824002,494.15638500436376,1659.731363196293,783.1646502623943,0.0,892.0916925937432,261.7479520905715,20.774131880343667,7277.909860085423
2022-01-02,bcn,5492.62608160036,1349.646683165845,595.1882257871018,3301.1980484253777,249.18420638587403,1393.10165170647,662.2220257001497,1217.8022046884173,1326.4432617306466,244.13851850751098,23.587249739317063,6876.861842562929
2022-01-09,bcn,5492.62608160036,1384.4816321242097,351.3457203530916,1805.2864005602398,81.25697297397376,829.9291141298634,475.2502185954834,3711.000374981142,940.3992359969258,187.0057440125878,27.224745156156054,6347.193759515964
2022-01-16,bcn,5492.62608160036,2201.941807583228,518.6884425418881,545.9444416880453,0.0,1074.9759427526835,380.3248573242327,3482.5478578073985,591.2849220125617,176.922743631456,33.26421532908385,7516.478687729065
2022-01-23,bcn,5492.62608160036,2009.712835985188,513.4558104913029,328.2620667077316,14.14405796484556,1424.0613289238615,348.33242178499466,3173.42851111731,304.3661566722011,122.54196364634987,22.154835089933815,6913.913930015925
2022-01-30,bcn,5492.62608160036,1218.4198844244102,593.6532081277556,1130.9783073372453,280.20504227504006,1351.5252880038772,1291.4068758059525,5054.082667877925,425.0266465449069,82.19443637374897,22.383933764409594,6839.497627864368
2022-02-06,bcn,5492.62608160036,1975.6476615264328,423.4717649038087,1371.9810107630785,531.3188748846818,1059.1033940514224,768.4670167498052,3947.8605312627587,572.6922225626089,63.90281448844694,20.616014283607182,6372.312612922992
2022-02-13,bcn,5492.62608160036,943.7482977356011,468.34118994362746,1022.8070563600265,512.4029108682456,1174.1311601815257,966.5213472492159,4262.034170722449,494.47357431480646,66.00072998279381,17.37355270327852,6942.539928338071
2022-02-20,bcn,5492.62608160036,1618.6937267958099,403.46907239507846,957.4290468739179,452.6800019407301,1440.4406616472822,1233.1953574236359,4221.444972272398,196.07476082919277,62.413110453378835,16.59715848263618,6938.93604928558
2022-02-27,bcn,5492.62608160036,1211.799290834398,302.18910710277925,1673.1836059079214,449.4634803161789,1545.754274000367,961.8792976207374,5004.855758217779,404.5929865390916,55.383001164738864,11.239825515376685,6522.03329118027
2022-03-06,bcn,5492.62608160036,1887.3552739844529,364.35769824338183,2141.857112959503,372.6012173175512,1304.7262081014237,1032.988637206032,4156.73095936431,696.6939331539402,43.26452805600107,8.229207009013297,5885.569143004032
2022-03-13,bcn,5492.62608160036,1076.6843779876906,333.6157800080228,2430.9034604620642,441.7941401454225,1371.2679009695805,1233.6942679051442,3985.559776031209,442.9182030324323,40.193516869104066,5.479604162407157,6728.262890826563
2022-03-20,bcn,5492.62608160036,1407.5055723787477,583.5491338324207,2484.6388342644577,429.89149071472065,1181.3293459162817,1709.845371898144,3867.9887690019077,349.12577138014757,30.436609376195115,0.0,6587.063019636617
2022-03-27,bcn,5492.62608160036,1438.6890767330253,841.5195313311767,3326.1201725382743,339.46032678379197,929.2744148659627,1692.632031839158,3716.2374405317,858.4219219443605,21.00754418409065,1.3445585466137757,6383.666899101488
2022-04-03,bcn,5492.62608160036,1274.9239088763022,541.4347495951001,3755.003795013416,259.5813530818266,831.9858736535308,1049.435515884746,3665.9936490670157,734.1532504045923,13.049370744289806,11.46950278868067,5822.34294929014
2022-04-10,bcn,5492.62608160036,652.1791270879223,534.2061770019927,3665.213963955344,348.10239222101563,1128.388529558857,925.7043540932344,4921.506262031409,467.2456273555627,12.485982489535534,17.348448445020686,6756.993054159745
2022-04-17,bcn,5492.62608160036,2269.907629528824,833.8375513747169,2513.908141417337,485.17385320413666,1397.1361273849038,1274.8287343221064,4048.8698554947455,0.0,11.467135166859293,14.824859733300821,7848.420030772707
2022-04-24,bcn,5492.62608160036,689.1591620790538,658.7550362939323,2025.52979150537,464.23435900497304,1295.7770150392398,1107.7321048050496,4414.598011615147,182.15377154892576,8.478151177392045,10.169030244890443,7844.787485085662
2022-05-01,bcn,5492.62608160036,763.4184012033187,442.89374999747963,2108.390244128482,335.9526425777032,1163.0275748722283,969.8472851105929,3962.817911305649,32.440313837961256,5.017922712454102,2.915338317062496,7100.65253433671
2022-05-08,bcn,5492.62608160036,0.0,415.2928193605874,1944.1963790830343,320.22971542769096,1308.4318770754858,433.2994299668557,4088.0065178009536,614.1544155175486,2.5882214929586205,5.669756771099483,7385.504785903429
2022-05-15,bcn,5492.62608160036,1030.4457231185622,347.0576519010092,1590.2966391518737,356.31680892127986,1254.899726859147,524.6346173363073,3673.3844644190485,466.8885597202528,0.0,4.532074361456431,7359.917652610705
2022-05-22,bcn,5492.62608160036,1406.225350489776,395.1797088553761,1336.5574016153885,312.4817809189604,1053.0006551723989,326.8491086793699,2604.489393430289,493.9760715542005,-2.2673321252072873,3.9734534277997695,6575.908326381288
