x_dt,x_geo,base,ac_m_google_n_clk_alpha1_beta0,ac_m_trade_desk_l_clk_alpha1_beta0,ac_m_linkedin_l_clk_alpha0_beta0,ac_m_fb_n_clk,ac_m_youtube_n_clk,ac_branch_prospect_visits,ac_web_new_customer_logins,ac_ec_tbill_3m,ac_ec_is_bull,ac_ec_psavert,ac_branch_employee_count
2020-06-28,fra,-101.07881411256687,59.45051859420928,282.37117588926924,42.796707980111584,0.0,4.885172025344355,27.846643526636274,25.167312995625036,8.815845166673741,11.596082262295202,171.24634561606928,7.903010056332888
2020-07-05,fra,-101.07881411256687,55.01751072567835,159.63069888430906,41.05476660071037,0.0,5.493142654497518,19.197750644034592,26.923335137036318,8.562261031977936,9.122622165749808,170.90410667151178,8.172619597061193
2020-07-12,fra,-101.07881411256687,41.31844475257728,294.21934199524975,45.42857612738912,0.0,4.960427041968356,0.0,28.656017782384183,8.627456299920208,17.598396485359878,181.6775238301527,17.592629797565486
2020-07-19,fra,-101.07881411256687,39.363305105380924,360.5633847783023,39.06511759388109,0.0,4.267662322749724,0.0,36.80243568395952,7.041321362147515,20.428108426468235,157.13860202349744,15.40887681618008
2020-07-26,fra,-101.07881411256687,39.16309111363158,380.57424218574965,12.367476799266532,0.0,4.1136349292252685,8.917080786021506,24.316258484352883,6.430971070627352,13.714479730365435,152.8894490256333,7.59212998769335
2020-08-02,fra,-101.07881411256687,28.639209353678503,306.2345656560876,17.147127443331204,0.0,12.733773231181882,8.309665268249661,17.998417904283748,5.609899679202215,5.492571381361528,139.8386164580283,7.07496773716232
2020-08-09,fra,-101.07881411256687,58.2109912127469,318.00788857682403,19.360216205376535,0.0,14.71040254050365,0.0,23.484787193920553,6.662897863489444,10.76420500550011,152.87742551420567,0.0
2020-08-16,fra,-101.07881411256687,64.09142101764698,298.4164678191536,25.34845655434317,0.0,7.215931983224867,8.82160783468386,19.519653004613897,6.290363078031092,18.852134789466717,132.52277803140257,0.0
2020-08-23,fra,-101.07881411256687,32.054256663733966,364.05829684317365,12.723464300339389,0.0,5.578439115291596,7.520391760933902,18.984164170703117,5.505242377339702,16.46989953490547,106.1846593461461,0.0
2020-08-30,fra,-101.07881411256687,54.938474878154636,427.0916326886205,24.407986358664633,0.0,8.223401976386215,8.403222336938784,38.10437520195833,6.3109950723772785,20.536613349217014,111.06211225024947,0.0
2020-09-06,fra,-101.07881411256687,91.34421464029492,371.11944353106355,20.68298287366813,0.0,7.057958968517178,17.482385406784157,33.916110618389105,6.48976875329922,19.686818808704754,111.85675415077678,7.442376361069031
2020-09-13,fra,-101.07881411256687,103.55164985967575,263.9932248708443,23.275343295334288,0.0,12.691255901347107,11.123512223231542,32.93301854738558,8.040337843529056,13.18220662407519,139.81754770850964,9.470717238634428
2020-09-20,fra,-101.07881411256687,91.25187837520288,256.36788747021245,33.32119722213468,0.0,11.950960715121305,7.7988261117669015,29.652073288345786,5.484229437008188,18.99403672676117,96.2577247660135,0.0
2020-09-27,fra,-101.07881411256687,74.16370772583052,296.1441897078251,24.022255881468993,0.0,4.470156314713159,6.338388542310045,26.173435605473312,4.332926655068935,8.640167116029817,76.79358656384693,0.0
2020-10-04,fra,-101.07881411256687,87.41472207964604,223.0860617135654,28.039124515609146,0.0,5.421896368950712,9.26312655696845,31.755304377725484,6.153127265773724,14.49945080702557,110.44600042730227,0.0
2020-10-11,fra,-101.07881411256687,107.74913138015162,229.69537760917277,1.7223672092263245,0.0,14.111552103266755,9.208761006240062,31.999417032638277,5.942242588635545,26.200569343859186,108.44939583937627,0.0
2020-10-18,fra,-101.07881411256687,118.51349133101154,195.86536976528436,1.8944352377124034,0.0,8.033125049935704,10.128735180536477,30.619137132977073,6.343652903727784,28.88025508586319,117.80061242551841,0.0
2020-10-25,fra,-101.07881411256687,95.03326375597779,251.47357831594397,0.0,0.0,6.662984304699061,16.244003127675956,20.1231606582317,4.932684133569113,24.33678240641895,93.27235741005036,0.0
2020-11-01,fra,-101.07881411256687,112.11760504939335,191.09383596513712,5.866953516233371,0.0,9.804112561850571,28.746335574137163,29.116009279396877,5.637586081952442,28.059301274890764,108.63707480957521,0.0
2020-11-08,fra,-101.07881411256687,60.064067531312986,218.42404669175912,5.258184949360987,0.0,5.751507541457754,10.883017974437902,13.057982223431102,6.40296748475263,36.24015350509926,121.46497221285397,18.531913998101185
2020-11-15,fra,-101.07881411256687,87.87350100944421,212.0763958931221,15.606799332605755,0.0,3.458581062402437,8.416425255005139,13.24600900837533,4.951760382297094,50.66789101771734,92.44972172107089,14.331729430526636
2020-11-22,fra,-101.07881411256687,76.98736924651504,216.52347160770987,22.78014404073416,0.0,8.7064380403756,33.154194668646085,17.73742019819826,6.50203313532811,47.426513905125404,119.44259257317778,18.818636696756535
2020-11-29,fra,-101.07881411256687,66.32773840749311,248.23150475638928,19.667087988294355,0.0,6.312865773716116,0.0,12.82615193556365,6.45700414682451,51.89006454306462,116.67808589600511,18.688310665216108
2020-12-06,fra,-101.07881411256687,50.99194949811858,321.40304240307063,28.34727232977235,0.0,5.736204834077921,32.976195299415686,24.66481062433314,4.738584545377554,41.23408612436662,87.94846653456808,14.038201919466266
2020-12-13,fra,-101.07881411256687,98.93390725805396,347.2575245336764,61.54280455738326,0.0,6.227896279925501,19.46799275758249,34.431269759167655,5.410249029703527,47.20069200475306,105.03115074152821,16.575327190792837
2020-12-20,fra,-101.07881411256687,103.74624062878492,297.0180554210008,41.865680843703274,0.0,6.384091472201698,18.355331168354727,38.8988833346954,4.926853366491205,38.10755395565025,100.14813270557237,15.627991216112315
2020-12-27,fra,-101.07881411256687,81.73397110192674,349.82063130641416,72.3581062235367,0.0,7.58218270640347,21.491584671350086,26.95878535787401,5.5647290774007026,44.84871204350617,118.57099049461497,9.149121129539928
2021-01-03,fra,-101.07881411256687,29.365756668183877,222.06141741820915,17.549277445026835,0.0,3.327017306716838,0.0,163.32992825804206,2.9180863799028436,27.519853478526123,69.85937853850332,5.14809861945584
2021-01-10,fra,-101.07881411256687,17.829772095231593,265.7295351259531,21.324940925073086,0.0,0.0,0.0,337.80683292266565,5.085949688645398,55.245808596817525,163.40842896691316,10.647545791267417
2021-01-17,fra,-101.07881411256687,29.15278630194068,256.6298719073354,37.039164916285536,0.0,0.7108345224342859,39.345856876517516,265.70447197094217,3.253651746325164,43.454000840727886,143.4132688513464,8.374906178711916
2021-01-24,fra,-101.07881411256687,43.3195921795782,241.2216638293365,35.946501291717475,0.0,5.07972658123599,28.254988919388936,254.40973992704136,2.400346626798618,37.859892948703504,151.56746138516903,8.018900423597243
2021-01-31,fra,-101.07881411256687,72.31570554329474,663.415250373039,61.97857502050883,0.0,13.2630398847478,46.91259720496163,422.4040465302172,2.7982362782888885,51.364869803400104,275.31247495963777,13.314018514470874
2021-02-07,fra,-101.07881411256687,36.79991882454427,591.9579836535468,51.65388134798567,0.0,4.6687708075798104,58.2352142964292,314.6121720171706,1.74808103043829,37.71489553825526,189.77143789428544,9.916458702331248
2021-02-14,fra,-101.07881411256687,42.56299152302133,537.6632077128113,58.05583292043429,0.0,6.522584308973151,38.74712722132114,348.8816289194102,1.6671036109922792,57.571152248351176,187.41056640331303,10.996619243938747
2021-02-21,fra,-101.07881411256687,30.150966388831726,412.93973598001185,58.14386440487498,0.0,6.23423728499903,0.0,341.3057762479649,1.3654071575476938,59.37178064371385,160.80921482050292,10.757831184120029
2021-02-28,fra,-101.07881411256687,15.51784239258995,199.23623828997498,44.8736904317891,0.0,6.361263248384693,30.960151398187,278.7671971058386,0.8983709573069079,46.73702508733254,112.94039678237417,8.786638418788867
2021-03-07,fra,-101.07881411256687,27.383983551102173,219.74412748262452,52.2405726021967,0.0,5.9313509276062355,28.622173222250414,257.71589103765734,0.6466861634864122,35.06816041085029,127.72586871479282,0.0
2021-03-14,fra,-101.07881411256687,42.02213052064837,215.72429153465214,56.754616545128485,0.0,8.792305054680341,31.99165610045285,288.0549318767022,0.5204274771760516,53.884932804198066,176.33352219892836,0.0
2021-03-21,fra,-101.07881411256687,24.693103906596953,291.351444924274,32.19203190536677,0.0,5.565900247636554,7.7649288982479225,209.74775964604532,0.23158070556100607,38.68938282326278,152.8426810555756,0.0
2021-03-28,fra,-101.07881411256687,36.565509059078664,245.59857818372325,49.453159128841754,0.0,14.44719051802599,32.30245116560606,290.8533506593752,0.1167741117440507,56.90012746020506,245.8416738259667,0.0
2021-04-04,fra,-101.07881411256687,1.561438416480218,194.04497802152554,26.55709667625695,0.0,1.8330311809998359,28.91320988515768,260.3364038940139,0.0,43.50919334574138,223.32346269239122,0.0
2021-04-11,fra,-101.07881411256687,8.518611889919589,205.36977988892588,17.356619580048864,0.0,6.024607725567652,17.42366637136598,235.32572120774807,0.0,53.84959610059774,172.21021134839307,0.0
2021-04-18,fra,-101.07881411256687,6.379574766108812,238.04142122322057,29.34084116426077,0.0,5.4479915182720555,46.126656990131444,249.19643413154046,0.0,52.73715453069267,150.9541608253279,7.8545789630121545
2021-04-25,fra,-101.07881411256687,11.412054534197761,235.29260067026254,33.16330929120202,0.0,5.550619320426667,27.62921240513662,248.77520789103215,0.0,51.06899333218216,119.3455145996213,7.841302068505636
2021-05-02,fra,-101.07881411256687,13.258628723812455,193.58234324462933,25.447634650048087,0.0,3.6405527845852,41.91027769357741,188.68141974347844,0.0378766276330498,28.100633281471495,69.52511095042684,11.894336412904648
2021-05-09,fra,-101.07881411256687,7.702274268286637,155.21081985631707,23.44596708242027,0.0,4.790286158737826,0.0,173.62804254352915,0.2788381504184599,27.54786166880221,60.05665032407687,16.418074059978306
2021-05-16,fra,-101.07881411256687,9.977679850647407,303.4505359312975,21.923890044739686,0.0,3.77727127835244,12.919114615987866,174.48681004183842,0.5254074305404535,20.106141128226877,56.412685634079274,16.49927815685689
2021-05-23,fra,-101.07881411256687,9.082088609861604,170.26347460198397,21.777751495860713,0.0,4.178911761740716,38.673312518881474,208.9301979508674,0.9227121707733535,24.664662032283157,62.829496466613854,19.75620650370056
2021-05-30,fra,-101.07881411256687,12.788501546551561,212.98973201924483,20.843571421651692,0.0,8.394287680303329,0.0,177.773856140619,1.0349234925545707,20.395566217912222,49.44491216706463,22.413463426664933
2021-06-06,fra,-101.07881411256687,11.079534982725466,139.45157378494537,32.22538920121375,0.0,3.6835004694832056,12.009615179654677,119.58203814825536,1.0935159311680176,25.517547386545317,42.985783115985704,20.450315912590025
2021-06-13,fra,-101.07881411256687,10.564079447738933,200.4768539699407,29.18953518542454,0.0,6.606661962696129,10.731517169231486,120.40086930324148,1.0823713315770407,19.694998681886236,37.057992963095344,18.273934097735022
2021-06-20,fra,-101.07881411256687,25.00866473591222,194.72426580342193,39.90725862261926,0.0,5.709525338238474,14.890967048278418,153.95713873179534,1.6479068080132688,28.332526007296384,49.54379680549933,25.35676421149225
2021-06-27,fra,-101.07881411256687,24.37077659700705,192.99618019619578,36.58344366139683,0.0,3.857425518756994,24.933279875611877,157.64272807640128,1.5018637403298902,23.058654846608643,39.90591086962858,21.228550730629973
2021-07-04,fra,-101.07881411256687,18.605819940372648,176.61577084141766,30.70287106660134,0.0,2.783807049780607,13.248058318298714,122.31411780969043,1.6702343080505635,32.71056588367292,41.86839661607327,22.559172278608767
2021-07-11,fra,-101.07881411256687,24.94055401795658,51.08117064791594,25.570429596062414,0.0,3.604313484053145,0.0,199.05734868131697,2.5747796548519783,37.43553951155856,66.03818187206811,34.77649664678315
2021-07-18,fra,-101.07881411256687,25.083480902416508,7.900226603800015,28.19345638497994,0.0,7.423423987745358,0.0,204.7653707294287,2.718140926183665,32.98831541890986,71.2935804032219,36.7128187558809
2021-07-25,fra,-101.07881411256687,45.63931993236102,24.26902155121062,25.293289635547758,0.0,9.977496004364856,51.463904460722254,244.26915641197067,2.5953019466349425,22.938858545530554,69.57878276850478,35.05368285571938
2021-08-01,fra,-101.07881411256687,20.61895822805745,0.0,18.38678357417831,0.0,4.039837329211516,8.82476307301624,172.98948143659632,2.2251444990411615,26.992519881271296,60.94720861994182,30.054117471252734
2021-08-08,fra,-101.07881411256687,32.0377289780489,45.998487582220804,27.409237281743483,0.0,5.582471884268803,24.263029189860205,230.43833682134687,2.828692147278535,36.933327896815776,82.60066775053718,30.986834580446267
2021-08-15,fra,-101.07881411256687,32.94602074062849,59.356534035323335,29.95187963000186,0.0,7.590350003990157,55.610084655772226,223.27895805231654,1.9851878740797055,29.48490769653083,62.20128110993533,23.673610313988387
2021-08-22,fra,-101.07881411256687,38.38999354162974,90.01850526408317,24.391365401827287,0.0,11.738225537947914,39.241104342155396,239.85024955879658,1.915075647696204,25.59586818144449,64.88059895418873,25.057827682797406
2021-08-29,fra,-101.07881411256687,36.602246252604346,26.131332529812763,36.79230893539789,0.0,14.281262171928212,55.91705118459614,248.9085582193362,1.6423986685782177,33.27421726263585,60.72515072941292,23.804288158264256
2021-09-05,fra,-101.07881411256687,38.40175174962303,127.93687595426175,27.488592649644115,0.0,5.366520489126221,41.06073694028762,166.99491550514745,1.472479840780531,34.10841144424631,51.27271067753077,20.975818861919155
2021-09-12,fra,-101.07881411256687,28.664772813189472,129.26403612559344,52.55941669359354,0.0,4.406519016341868,28.624330440709237,129.2393552726886,1.423463565290602,24.826753102549283,41.79179414323836,18.27837293937246
2021-09-19,fra,-101.07881411256687,33.31395087731026,195.67649514311225,37.90429245983535,0.0,6.595475846206053,43.51370899318887,155.27358732361415,1.584827908785139,7.216736792358859,39.427448432820825,55.57229033533504
2021-09-26,fra,-101.07881411256687,68.30571562861691,143.38040640412686,38.75123875273425,0.0,8.945776663789504,5.837736253899855,145.0002624649576,1.3901960356242733,12.35274139904211,29.381752009032326,44.73298850074319
2021-10-03,fra,-101.07881411256687,32.285279582561934,197.7889668575689,30.595166252144843,0.0,8.251594946046591,22.174950543386398,42.73181270595178,1.8637882516831947,13.690497399276818,34.763191819267746,62.933565754678774
2021-10-10,fra,-101.07881411256687,30.135267095277523,204.87306723893303,15.911620715895921,0.0,8.509902510062066,55.12355960192885,41.802750384208764,2.316547281041734,13.321693262318284,41.862762280055954,78.22164374284473
2021-10-17,fra,-101.07881411256687,27.618228291742355,237.4471902694643,26.51880052180897,0.0,6.819605609177174,24.466452651867193,39.6497402938049,2.0563873152138035,27.0982564858781,35.96719479912019,69.43695787448993
2021-10-24,fra,-101.07881411256687,49.68305717205551,186.12839526733717,36.698242923570994,0.0,8.880321977252716,20.146385220002053,53.21117362331367,2.5399332467590905,47.077028223818296,42.949675327910796,85.76460113054658
2021-10-31,fra,-101.07881411256687,22.019391694310425,233.66401432398445,25.28449898875801,0.0,5.818919442650811,22.117201556024515,46.296692822962754,1.8589344918526558,26.617880739728,30.35464153630757,69.04663851598775
2021-11-07,fra,-101.07881411256687,55.202767584143395,201.9592560622856,38.991546297775564,0.0,8.729202539598289,42.192445548733204,55.88427559384009,2.8369951642382456,40.73992037131918,42.75346474962926,98.788940201004
2021-11-14,fra,-101.07881411256687,47.85123868172664,209.90173761958894,42.50885682560092,0.0,8.302871319702252,9.215337619288594,49.68477771346541,2.6592619937619655,44.60732581341573,36.886705355970356,78.46070117004606
2021-11-21,fra,-101.07881411256687,83.91441917419338,168.84049850223334,41.70643022475111,0.0,4.992516077172604,33.75717867264417,44.84319331842718,2.60082718169626,29.215630499235125,33.35475985840937,71.8533606038043
2021-11-28,fra,-101.07881411256687,50.5006593583801,171.3833503315427,26.458930170893556,0.0,5.487591032352743,31.142143120941416,22.201156389061428,2.552037325102365,21.058833829433503,30.378232129005053,72.91588042585408
2021-12-05,fra,-101.07881411256687,57.02846878663897,235.81651922851515,35.9378098034074,0.0,11.668816532340696,54.834629901794806,19.367723484866872,3.964567925630925,14.895525147151412,35.971943122401875,85.59281017981881
2021-12-12,fra,-101.07881411256687,64.7933562168374,197.1927035210174,45.79656849591293,0.0,6.741703846942644,35.935960445303316,26.03863481966962,5.4318321987222635,18.76958996279032,36.23839162959863,84.14007297577238
2021-12-19,fra,-101.07881411256687,71.1383612718827,153.50738568659352,35.340900695276375,0.0,8.82908949087426,13.057381283949919,21.36394181335694,10.124983811207617,18.483419827134078,53.94369936557924,122.28965086671221
2021-12-26,fra,-101.07881411256687,38.78065667756665,173.96734394891737,54.86085464563492,0.0,7.498594758422996,59.67945241431504,14.104281686758657,9.411768182503938,20.557599991643738,42.06304125945371,93.1552205473498
2022-01-02,fra,-101.07881411256687,18.16957594102962,250.52984777906386,64.46903793728697,0.0,3.1578189892644923,11.43058725634605,19.23659936345947,13.047366335949057,37.53695551316393,48.179371904109004,97.32165309289442
2022-01-09,fra,-101.07881411256687,0.0,305.08456065492487,46.66829452543065,0.0,0.05687129466351092,32.06711476899963,46.47065952008219,15.8525150478062,27.221824302962546,37.749774938279074,81.90719905941816
2022-01-16,fra,-101.07881411256687,2.2793310953691943,314.915728210851,47.49987109206687,0.0,0.1334758154512127,43.40746878015715,46.16396665813733,19.801210935304333,14.813288945517645,30.909559556193294,83.15491302351876
2022-01-23,fra,-101.07881411256687,8.142646937279205,309.32967247606035,36.82120755871051,0.0,0.24866514378599794,29.757612866532455,34.158996977875525,21.48799178957211,7.648773290839936,21.47507676566113,76.00817030624964
2022-01-30,fra,-101.07881411256687,16.29117632269844,225.45249851801597,42.66522757240818,0.0,1.2378533262485298,49.01060810308006,34.977725931238005,24.5829521569383,10.769476231251627,14.523634357270543,158.5676615934172
2022-02-06,fra,-101.07881411256687,6.710717919867137,258.6649279000367,62.401987192435094,0.0,0.49626632486596994,57.52080949300755,39.139117730108346,26.561421785237233,15.37387102674752,11.962897891364262,163.24679684889722
2022-02-13,fra,-101.07881411256687,11.436840569152757,148.4968616695208,27.85072157899603,0.0,10.145421976447206,62.746012621659006,37.293689897715474,26.906918974657525,11.496463454057592,10.701000305022704,145.00488306533785
2022-02-20,fra,-101.07881411256687,12.105963091045192,196.78720398945333,29.449340554854533,0.0,7.10561397998968,57.425721256668325,47.426200125670576,26.521617072668203,4.212297059857019,9.350343920538549,139.69451306182143
2022-02-27,fra,-101.07881411256687,21.710261487393613,196.28256094676988,30.655029798635876,0.0,5.691704096293817,29.01709675332844,44.01001899055078,33.50536785231896,11.001321314942626,10.501647742078429,164.70380513025444
2022-03-06,fra,-101.07881411256687,19.018077008378768,176.6121716511123,22.579684378213962,0.0,6.845046794391654,49.64689406272616,13.667299146973583,32.79898635272266,18.11889149734976,7.846500876417199,147.9452623442809
2022-03-13,fra,-101.07881411256687,18.141038369157215,193.90614714095577,26.520764929861393,0.0,5.167912962605986,51.66899759690007,15.941575038856552,47.23781689267988,12.695337323618583,8.03398811412701,184.76523574380434
2022-03-20,fra,-101.07881411256687,23.60785312274138,181.0806888476554,49.97945768224302,0.0,5.037163941710612,54.567257002205935,7.5109132117779245,47.096263854481364,9.074602021114606,5.5169165049881075,162.60769792364857
2022-03-27,fra,-101.07881411256687,32.24106870009246,207.76692425304236,57.70567882020283,0.0,4.563458236566615,22.235104809782925,9.008418012798266,42.88294051008409,18.926280946631948,3.2299383253173954,132.5190014980479
2022-04-03,fra,-101.07881411256687,30.916917995878777,129.70567035538136,38.96326475971391,0.0,5.002250494429486,25.87651041541848,25.26843268752224,54.71085883367129,20.83138012292008,2.5821136245107774,154.22141482312048
2022-04-10,fra,-101.07881411256687,26.50952182583692,102.53502714832351,61.72243611136275,0.0,4.979722286632283,10.909205623580949,26.17880691533676,73.90300187924134,14.572219116224295,2.715548914373845,195.0533242916542
2022-04-17,fra,-101.07881411256687,18.131554199343167,180.88809378026906,87.36395943598855,0.0,5.09254875182555,56.10501526517415,16.785679051523093,80.8565673136484,0.0,2.2272275093374483,200.62816880545748
2022-04-24,fra,-101.07881411256687,21.821003492977837,126.05402559894803,53.791968456111384,0.0,4.036601904240867,55.88233623465755,20.550507835914626,85.35776924244104,5.098020355702719,1.654699040557247,199.8318819510156
2022-05-01,fra,-101.07881411256687,12.050433770569946,121.71965913146812,44.66434671956461,0.0,1.9157429873536154,57.637769455036384,14.883432979808449,66.43765093616791,0.7451437554590439,0.8037730647759652,147.2208613123628
2022-05-08,fra,-101.07881411256687,15.0321668293594,119.70410932229528,33.1703921813689,0.0,5.309855832355295,19.169437138933475,0.0,86.61376057612463,15.918251991467965,0.4678145202712273,187.6930257203907
2022-05-15,fra,-101.07881411256687,16.710865299004777,133.80915822000526,55.15795760301482,0.0,4.538846168738954,52.49927866566686,2.290590045616931,105.04657920182416,13.411813487747315,0.0,205.6137254209478
2022-05-22,fra,-101.07881411256687,10.682820592655496,122.65334004804637,26.53776617979712,0.0,3.901763288563849,19.153188568297427,9.401294115911236,105.07913989201722,14.602987733432988,-0.46741797677204905,187.5339316706172
2022-05-29,fra,-101.07881411256687,26.72469147552067,127.13615802113262,35.694721427765764,-0.0,3.3461796126146353,69.10081908253362,9.421656137316837,103.13658201333283,5.215085028083981,-0.8431746216478808,169.14609593591385
2022-06-05,fra,-101.07881411256687,19.54886952719057,105.85914295408804,35.87788596271932,-0.0,3.504630242624547,17.533706220187877,11.065339678646918,115.58681798448933,21.348763224667067,-1.9234936353250542,171.67715195327824
2022-06-12,fra,-101.07881411256687,28.658231783029006,128.4825740099263,50.294136639823044,-0.0,4.130292738525387,0.0,10.856862127221024,119.96794481935248,6.397173744943418,-3.2453875387649784,153.53698578851115
2022-06-19,fra,-101.07881411256687,27.219620126679498,97.2693605599433,31.608929781056627,-0.0,4.767960618076514,38.45144155086653,9.227187558007282,123.71389068511458,4.1750782601108005,-4.402324627231738,144.04766959994353
2022-06-26,fra,-101.07881411256687,31.325294420506527,87.74728037388819,32.19219680750328,-0.0,7.405150624908261,33.89669512623444,11.488216725427039,148.62242884173597,3.017786787973875,-6.346953584901531,158.73071798929084
2022-07-03,fra,-101.07881411256687,18.37583425505893,78.5175272130512,27.94422910766937,-0.0,3.3500194414745623,13.430229801433565,3.976244177828289,126.18901873072967,7.015708538135587,-5.501582124666927,125.78158497185265
2022-07-10,fra,-101.07881411256687,13.788787616777057,124.08746838929737,19.357563399789136,-0.0,1.3756943602609024,15.768904341171524,-9.705873253147933,154.1484757102446,4.206445324373472,-4.920291614672622,140.97163983847335
2022-07-17,fra,-101.07881411256687,18.566168096643388,105.94011153267216,21.132352038501907,-0.0,1.933079977697893,14.584476522428066,-5.567919292017438,148.10607175995636,12.128472162401446,-3.1270314614521326,130.3830327757352
