x_dt,x_geo,base,ac_m_trade_desk_l_clk,ac_m_google_n_clk_alpha0_beta1,ac_m_linkedin_l_clk_alpha1_beta0,ac_m_trade_desk_l_clk_alpha1_beta1,ac_m_google_n_imp,ac_m_youtube_n_imp_adstk,ac_gqv_n_retire_gix,ac_gqv_n_actra_gix,ac_ec_is_bull,ac_branch_prospect_visits,ac_ec_psavert,ac_web_new_customer_logins,ac_branch_employee_count,ac_trend,Year
2020-05-24,edi,599.680038915667,1.38161694850056,58.11676834500891,5.247914174268955,1.3843352138567475,31.739884642711086,5.77733834810471,13.539501314240827,85.54799890061608,12.58838060538944,0.0,20.15437938564518,7.411258485619599,0.0,6.430584720370946,2020
2020-05-31,edi,599.680038915667,2.439117646566205,63.03755037195303,14.437401261192258,2.443212900825292,33.48869793544188,9.048607511811243,11.457142454056697,82.7323663502976,18.589592185591705,0.0,20.810262342356015,6.217814084971267,0.0,7.618196039269852,2020
2020-06-07,edi,599.680038915667,7.05280289371215,66.71673121350857,19.516270198213565,7.05545673482558,24.052102120261317,10.866939213230994,20.98155431713343,113.63132072359328,22.180805658035275,0.0,21.550522038460272,3.9460914056738883,0.0,8.769364567684734,2020
2020-06-14,edi,599.680038915667,8.212027565728294,136.28549580814678,24.623965266505046,8.210698443869582,41.05298893969227,7.728936389469549,27.22178135334927,154.44730134377122,20.253671083593716,0.0,18.876564131132234,1.9103424686706876,0.0,8.496188290404481,2020
2020-06-21,edi,599.680038915667,7.374747825128529,100.51118964939695,29.069608325783395,7.378319080281887,39.7881244241608,8.518914394598744,32.38031592903835,133.6109852483228,11.144634463076107,17.820828942031024,21.151363076218093,4.02531077768462,0.0,10.54561894861172,2020
2020-06-28,edi,599.680038915667,7.181501035909223,131.18553853290587,33.60189185480238,7.185883492594929,51.97770039073407,10.522753129260254,28.852273463084273,112.85252584019389,11.274115897136182,0.0,20.63409545394914,2.632195130010597,0.0,11.419486863752168,2020
2020-07-05,edi,599.680038915667,2.159880513015515,98.8348412858467,20.913219943383314,2.1639482289255825,36.058271655463706,8.797443764438217,27.259615949824873,82.01770723564375,8.103298521363632,0.0,18.814278324233378,1.976764172694477,0.0,11.220691489499863,2020
2020-07-12,edi,599.680038915667,6.724840620609713,85.64874814317331,34.49742349090594,6.726806383512063,42.98648180067715,4.511547779846893,48.091085095532456,111.12548976358542,12.298774695737839,0.0,15.735583978523373,2.105929630492622,0.0,9.86724970173627,2020
2020-07-19,edi,599.680038915667,9.461677592588416,110.54795441425489,17.632873345746265,9.460146214081982,32.948286759749905,3.632725829005704,64.96871101907274,145.5954809518315,18.982716750768702,0.0,18.0969761359387,2.075271265976564,0.0,11.917140805317745,2020
2020-07-26,edi,599.680038915667,5.760682017896641,114.48891368847605,16.955412430986858,5.7656147734630405,46.102557951906675,4.590782934213753,42.20925584175474,112.29263373543826,12.824331762311212,0.0,17.718454536498086,1.3719284298533376,0.0,12.239392981534422,2020
2020-08-02,edi,599.680038915667,5.784714599894469,99.4919242023124,19.492363809667346,5.789702653462862,43.20699925739181,5.166120963686208,38.06471073011542,105.0959795578166,5.555073462555834,0.0,17.528071282055638,1.3827732635242802,0.0,12.761527301850151,2020
2020-08-09,edi,599.680038915667,3.2115351301142647,84.62330779062044,10.014053675610619,3.216020503918345,33.353599759760414,4.258426262443989,42.727940799984864,100.61078187215618,7.818782396504304,0.0,13.76237673010506,0.782222072859523,0.0,10.94091409025501,2020
2020-08-16,edi,599.680038915667,3.2691926418917587,87.34308234654313,13.972751402639553,3.2735621958123167,53.94974412595936,5.150587753379196,30.456485616263123,90.55825400135396,14.370360740027099,0.0,12.519603671790543,2.5648131030358234,0.0,10.891523485637194,2020
2020-08-23,edi,599.680038915667,9.890492716458564,101.4079852320074,14.35496699902678,9.888891933952944,66.00411089039815,9.128939383243003,37.46933775568055,109.91792586201633,19.249991143036993,0.0,15.3813437281977,3.9442275796640174,0.0,14.681747860650555,2020
2020-08-30,edi,599.680038915667,8.85809475987164,150.91886952971535,14.393475785836484,8.857125653642969,73.5767421279312,10.13380626946014,36.379433202196054,108.1693401483784,19.62971496289029,0.0,13.156610301849456,3.4240219743609233,0.0,13.822726368200213,2020
2020-09-06,edi,599.680038915667,8.4192396256761,187.01114593068795,15.052019539620398,8.422054148405685,72.12061482198884,11.61730630880193,44.19988249241874,150.71853663029526,20.757616001593068,18.920101638189614,14.616959970617156,2.1368054563238874,0.0,16.327678519714425,2020
2020-09-13,edi,599.680038915667,4.652258290235352,161.88030947337725,16.78527969417134,4.657861797845556,85.69606877461214,9.71365628560752,18.27939846056508,74.247794909932,10.16347224421729,0.0,13.360065483596264,0.25655860450642115,0.0,15.627237065666728,2020
2020-09-20,edi,599.680038915667,3.4830866882403178,184.39640904044097,42.771040111140785,3.488265144548061,99.01613430672906,10.301331646761499,24.17781107708112,103.16604570936276,20.09260956361957,0.0,12.61965781920012,1.357380656335683,0.0,15.450189320873104,2020
2020-09-27,edi,599.680038915667,5.062719479473501,200.10765865523072,35.8943399488853,5.068543785219237,107.45267171046657,12.719153622817323,21.46733113088448,68.89610508827197,12.204018150155626,18.37851433051535,13.443073371011888,1.4060783493538442,0.0,17.219753462047212,2020
2020-10-04,edi,599.680038915667,3.9439361519722125,156.4372807355611,18.089425680147155,3.949065443925552,86.59481058778883,9.135594648824268,23.046790005556964,30.2584647180739,12.309367250691317,0.0,11.620560738490129,3.411146986604401,0.0,15.523518136697218,2020
2020-10-11,edi,599.680038915667,7.6928605498606135,201.7974836861198,1.4917844393049902,7.696539703879215,80.07858945996588,7.435861432583583,31.270219810765056,52.10842779339199,25.68745763041055,37.06742631152509,13.177421764718693,5.536765302832838,0.0,18.279123198974737,2020
2020-10-18,edi,599.680038915667,2.246895150322769,230.90641639427065,0.0,2.251315809212874,79.89420182249509,7.851669465915581,44.038023525656136,69.56247317978455,29.45626370181185,21.20716873721274,14.890768020731043,8.576014285101348,0.0,21.43875099181835,2020
2020-10-25,edi,599.680038915667,3.819128643608629,203.4194891847363,0.05783796605159716,3.8248296494502494,62.47671579524695,6.43036213568378,33.946298857384484,70.03635242177602,27.27021106756632,0.0,12.953025158043614,6.738360932843352,0.0,19.347349271941713,2020
2020-11-01,edi,599.680038915667,4.291817361108515,191.27459052578837,1.8490645159243055,4.297399090479191,97.49651754135179,5.466504482013603,27.35963896858146,41.15932636630634,25.05928909071623,0.0,12.024384986612066,4.416038870223326,0.0,18.62538928522789,2020
2020-11-08,edi,599.680038915667,2.766869116959619,159.4944335858346,11.477077323722083,2.772163125740121,68.76195082299252,6.154291747478423,0.0,0.0,38.3062301864403,23.614544508659847,15.911948188378807,3.44127507923731,0.0,25.61917739888947,2020
2020-11-15,edi,599.680038915667,3.516895442727645,140.86369096506255,11.050380981317966,3.5217861732688513,81.87692814298822,3.0194550931958086,32.37015806185452,58.43646848089402,45.71450363296309,0.0,10.337599541365856,4.316116018818763,0.0,17.295978549875723,2020
2020-11-22,edi,599.680038915667,3.8599003522239883,124.05067279367812,19.37948466187698,3.865198529826058,55.22643962686406,4.34636730306414,45.86923742431533,86.74891432127113,35.182784978563106,0.0,10.981486903953732,4.721148173308649,0.0,19.088326015387764,2020
2020-11-29,edi,599.680038915667,4.8216096113343125,140.6457829926667,21.026808530644352,4.8264328559028025,44.68827179159351,6.307795299008757,18.36721889584939,51.57842426119264,36.216793947618896,0.0,10.092714834386666,4.525667718116608,0.0,18.222440346018423,2020
2020-12-06,edi,599.680038915667,5.471636576937353,132.84370132886522,33.34010078791797,5.4770115305949485,41.6693152673532,6.5590577663568075,50.33667597085167,99.13162745366404,42.95380934019589,17.62936655059774,11.354460355387609,4.688559080429939,0.0,20.86463907518062,2020
2020-12-13,edi,599.680038915667,7.25247792418276,176.21900254381717,31.649461404535682,7.255728933651932,39.438953101716905,3.9321260451687827,51.38560883728804,120.9968508966423,40.66257434832766,0.0,11.213922326428403,4.515448022886193,0.0,20.79780669968718,2020
2020-12-20,edi,599.680038915667,6.311776095844759,181.9621567809189,47.22212948045299,6.315930780731968,56.00215945063455,3.393282197775352,49.886237172199685,109.63521801139942,33.80304081597315,0.0,11.009826321840274,5.1751926022782735,0.0,20.603011374283753,2020
2020-12-27,edi,599.680038915667,6.187283076805567,192.18491851416627,57.74341416240476,6.19306390782921,55.35343962524858,4.796811383138081,25.067488134373633,54.30392316751955,39.2686855639063,0.0,12.866717093070625,5.066382734026684,0.0,24.287833721843704,2020
2021-01-03,edi,599.680038915667,6.489426456876188,93.1725263264484,23.90064244814396,6.4916347716491325,21.227470520988344,3.4425107392391663,55.042515107032536,61.67539215495759,32.42384242173829,0.0,10.200841416798962,35.17070981891123,5.332011514591334,18.75043738695783,2021
2021-01-10,edi,599.680038915667,4.182007293511984,34.4911888888381,20.268459043137078,4.1876973675659706,27.37244673973544,2.5712739154160484,86.6198686978752,169.04990475554519,38.81776828102205,0.0,14.229793534410007,43.380710228159835,6.576678367842472,23.572163971273827,2021
2021-01-17,edi,599.680038915667,2.968227445535751,68.60161119813856,19.742375073565086,2.9730327318035474,55.75906040188115,1.2650946798041107,69.16001401668825,156.0645367988996,35.836027444706424,0.0,14.65791984043082,40.048472417391146,6.071498618333359,22.17209041715529,2021
2021-01-24,edi,599.680038915667,3.1123785984382035,70.38185835185693,37.73631241647928,3.11689373443191,61.74383709141982,2.18665988410908,62.539471253439444,109.47863796233186,28.59366169937432,0.0,14.186958063385127,35.11730069062456,5.323914490434725,19.802076848007648,2021
2021-01-31,edi,599.680038915667,7.746432976816206,155.66716929500572,65.03168380424758,7.754879611398826,115.7811450098737,6.6438182867969235,160.61702398751714,327.77530396034285,43.04827232769711,0.0,28.59620098301984,64.70153797125187,9.80899581642743,37.147497053937535,2021
2021-02-07,edi,599.680038915667,7.319096852456671,90.70423617583823,43.31253910298079,7.325759417424628,70.10135267185433,5.344685607099735,143.07278207223294,274.0964607922543,35.488054545255544,22.497579624409333,22.130592756339187,54.10554837859737,8.202604054435044,31.61866903315484,2021
2021-02-14,edi,599.680038915667,5.658187481952937,82.78326069681903,35.58218669173196,5.664357114118224,103.47817370344723,4.310917057446071,102.01623707600488,239.41524148111583,42.669739448489395,0.0,17.21480302869094,47.25961398074405,7.164734724374966,28.102508599397364,2021
2021-02-21,edi,599.680038915667,5.405815933309161,59.5703587953068,23.149066911141507,5.41096397966259,42.25800218966673,4.830802008324417,75.34430128335212,176.02052470750212,39.08335075943973,0.0,13.119448010609313,41.06315871413395,6.225328866451398,24.838838925433297,2021
2021-02-28,edi,599.680038915667,4.105622045391284,51.33268183889145,35.24827985371126,4.110567145800748,28.29557454885295,7.852412624155844,70.57568554608561,160.16915324666505,34.276014626542306,31.07362441650433,10.265296049215095,37.36525255679988,5.664712424181544,22.985084161535724,2021
2021-03-07,edi,599.680038915667,3.7101106987113717,74.00147111895267,32.8140525534389,3.714980450740077,62.21802648306788,9.773997352495066,67.70301513539653,136.60035624526142,27.471649761456018,15.342776147637855,12.400623932442576,36.89860558232404,5.593966992714121,23.076328629694515,2021
2021-03-14,edi,599.680038915667,4.082250747009968,85.73815423097837,39.11155538563563,4.087339290443788,64.15641860110979,7.143915989252939,64.27638823727835,104.80619275764988,39.324722210876836,15.975874008762565,15.948730361613078,38.42117412193283,5.824794093638407,24.422451048150702,2021
2021-03-21,edi,599.680038915667,3.834371685676722,98.11437519106676,36.170052075313514,3.8396348221127075,58.781619958021196,6.908923501787482,75.94311129562357,94.00927969882822,40.57875087762059,0.0,19.86755549632588,40.20695670971802,6.095525431437779,25.969804340800724,2021
2021-03-28,edi,599.680038915667,2.522819478877708,69.00917722356436,40.35825438128777,2.5272220162990156,52.240822784529094,11.393876587719454,53.82825596089395,77.73908738609519,42.70643603116707,0.0,22.8680171985974,39.89800323371278,6.048686925760331,26.17930187582896,2021
2021-04-04,edi,599.680038915667,6.365904773348168,0.025585992924058082,31.037064962586633,6.373342971685337,1.7862896339124863,16.213338626346804,72.97243547868312,87.82268774994948,51.52020605410875,0.0,32.77357579713632,56.34150717576421,8.541583793940752,37.54643807394679,2021
2021-04-11,edi,599.680038915667,3.212090855479444,13.472656667891274,10.869459850466654,3.216750644312303,8.454044705920689,5.375307414612631,64.5430680639224,63.55464732846347,45.376665590905674,0.0,17.984648093725102,36.242364754108095,5.49447842195713,24.523778692568133,2021
2021-04-18,edi,599.680038915667,3.342787226549437,25.622043637302767,25.24073551423523,3.3476165380889125,16.512264117923444,5.096218380157081,68.8023321395054,109.59346020999575,43.41931564456861,0.0,15.402963424306192,37.49774085663101,5.684798147326897,25.75768524774235,2021
2021-04-25,edi,599.680038915667,3.508963952884768,34.74142043847028,23.384384891698332,3.513927956658179,25.111214471468546,7.638648486687402,51.60474120407472,111.79181122591677,42.9619174992884,15.904662260311314,12.44300788715843,38.24991344566109,5.798830332810736,26.666517031244094,2021
2021-05-02,edi,599.680038915667,3.225968997517506,34.23937935064556,25.77877385212005,3.2309395958090246,18.53714393171971,6.4849010265052955,60.28893021601495,93.28889096599181,32.51250110463909,16.590306203809106,9.969396719839137,39.898852672668546,6.048815703891805,28.22516074316146,2021
2021-05-09,edi,599.680038915667,2.470173396087464,34.99225458729965,26.81278019552356,2.4743356346760845,12.294024151793533,4.417612038644508,58.454603478974256,112.5606479806906,31.34363420553408,15.01316713996192,8.468675221717586,36.105912483396956,0.0,25.9121405700328,2021
2021-05-16,edi,599.680038915667,4.328056532387329,38.67675705192584,28.3710299412577,4.332645882180022,16.65012077492214,4.415840668293295,61.10473366457985,96.5210528629618,22.308730781772926,14.712949103088537,7.757393588797797,35.383903192203846,0.0,25.756747039961926,2021
2021-05-23,edi,599.680038915667,4.260752350586737,29.74716757008295,17.535778409197,4.265858716512739,12.633874277305724,4.599240196144128,41.65629495779123,52.640235301793055,24.92920672733371,32.096338769511405,7.870272772439342,38.595040867985006,0.0,28.489900167649946,2021
2021-05-30,edi,599.680038915667,4.053930522583284,45.64494651964216,22.82641799229609,4.05805883643443,12.89603684702746,3.918175642105333,31.26701976584688,62.71668874588554,20.2053193282327,13.384089697400777,6.070779752581286,32.188063103486705,0.0,24.09043433081038,2021
2021-06-06,edi,599.680038915667,4.52933589932445,27.294300391139302,27.108097930666442,4.533132725283969,12.799214817150762,4.408848225003111,27.639858823436715,87.31985607747367,27.5536848030008,13.310387320172708,5.7525249979457325,19.78475521574065,0.0,24.285963857994698,2021
2021-06-13,edi,599.680038915667,4.3629966526742425,38.05154060337361,32.32950838205582,4.367177794985039,32.15817347989861,5.309015279334078,30.525109836764194,77.79625617382953,24.737576784955547,13.835127613472373,5.768674163394765,30.49427897433591,0.0,25.584525345259312,2021
2021-06-20,edi,599.680038915667,2.518394736808876,63.17697972594528,42.049074634464034,2.522547439464264,54.18183681727838,7.668541805154346,26.602148143084506,68.60532242236144,27.139702046031413,36.60189207135976,5.881687963893781,30.93651195148388,0.0,27.435321327003134,2021
2021-06-27,edi,599.680038915667,4.051444044083372,86.43680655439695,25.930571077856307,4.055205023822286,60.33600932684766,6.871837318024328,24.525922608018718,41.32389717289531,22.70244628045288,0.0,4.869325778471552,30.298069358325574,0.0,23.91842654113806,2021
2021-07-04,edi,599.680038915667,2.995184779199714,56.53036955393996,26.7303516273583,2.999637850541599,32.40300843282786,5.473380413891971,37.80189982164939,54.59372853786236,35.0326884850826,14.563256094141186,5.557310401948035,19.63089208945782,0.0,28.00825299643221,2021
2021-07-11,edi,599.680038915667,2.8003005982091125,63.5732963953616,16.016026169168597,2.805019100654351,29.87130786361825,4.761811405150494,37.55118085963557,39.87620494253407,30.394701589954796,34.03921440465562,6.645104436101743,20.83380693027224,0.0,33.1519863890166,2021
2021-07-18,edi,599.680038915667,1.739517158694809,51.6061805160336,12.819122832042575,1.742866386651674,30.487280238587434,4.908957288870528,39.374480846312736,35.54053712883382,22.612688113260372,30.33819204030098,6.056690693651532,21.110712360142543,11.061286644542133,29.92144883640829,2021
2021-07-25,edi,599.680038915667,5.115542658606056,68.15155191313458,16.195083114216086,5.12016862583309,37.548197035981076,5.892192974842868,32.527775003523445,44.040755727424575,17.005815554036495,0.0,6.392863084209379,25.623319749090076,11.422342450289063,31.284353193146202,2021
2021-08-01,edi,599.680038915667,6.054523655162518,73.84702386236484,13.502799407757443,6.058472676451391,33.10147707642059,5.959509238401416,33.17953801477905,29.94880382892053,23.807552022047,15.978102670576202,6.662205845218668,25.263572400153553,11.651213324801283,32.30516706127858,2021
2021-08-08,edi,599.680038915667,9.162269238141773,67.01655533823683,19.867589556448863,9.162420275616428,35.19955798535284,6.446151020330312,44.20961665854213,33.6041006850909,26.588300543406024,0.0,7.369679666366944,25.93034741337535,13.073261553505164,36.69011114991945,2021
2021-08-15,edi,599.680038915667,4.404346838605626,84.17599170666243,21.414693611742386,4.410233622623649,41.62265707998424,7.067771173761903,36.20454762874274,34.85788200072973,28.819958251681225,18.597164035935553,7.535044470355751,33.131065719524464,13.56102973465207,38.517575209331326,2021
2021-08-22,edi,599.680038915667,3.970141069588398,104.27432071847193,16.235910762712134,3.9759959544084493,46.26880197416985,9.960707212184852,32.179313525331324,35.74888920775227,24.240751101888513,19.07252875218114,7.61524663330536,30.851129834167416,6.9538325581135645,39.97239178005781,2021
2021-08-29,edi,599.680038915667,3.9289802647216807,69.8856361879711,20.867560246516465,3.9337833829810043,33.12349658697462,11.06183452798297,31.318250912107867,42.4031289592027,26.23109188016694,0.0,5.932941108770577,26.15406205144706,5.498805049275949,31.980389926214148,2021
2021-09-05,edi,599.680038915667,3.209092060727125,80.89726117990175,29.99719076821692,3.2140173767760913,51.61591515797221,11.352641438904207,38.308838451770484,38.420730779408586,33.1783856724961,32.7967893250759,6.181202215960903,20.01363460745933,11.957689741808522,35.17657230785483,2021
2021-09-12,edi,599.680038915667,6.53561430049601,116.37367924415621,34.199738962589095,6.539014446818394,86.5659709336807,8.233585778459439,20.874340801677473,37.68355891206236,27.181997223377373,40.20940380317968,5.67081356931447,20.6257672940765,11.72825963214387,34.89821618230154,2021
2021-09-19,edi,599.680038915667,4.828282651256309,101.5761680579608,31.66827371491515,4.833373440188999,66.06819951821004,8.437140148725792,33.9397217941026,38.29370942291907,7.922793255084427,16.344180536673317,5.364497470766452,26.259204499472244,11.918156866179324,35.8662597078785,2021
2021-09-26,edi,599.680038915667,7.131404855708779,182.68076998494777,41.90586527261565,7.134473258259804,98.0948802105968,11.383033826445743,30.485456620994555,47.172083309067844,17.294482166439543,33.55594854930037,5.098175919979883,25.91702847119533,12.234478740205004,37.23187989857599,2021
2021-10-03,edi,599.680038915667,3.8503957629751784,108.71343435506812,44.691886182593294,3.8560277987756817,47.581425455218394,13.691305795664958,37.956189316784084,25.695259848902957,16.491663230972215,0.0,5.189885670720833,4.261841322406242,13.328565892913016,41.01208045133812,2021
2021-10-10,edi,599.680038915667,2.728704311935309,92.44080467161683,13.27330971001711,2.73348253299515,29.65730557933076,10.041664209514698,42.26565145334458,42.38910082720668,12.77945997533945,0.0,4.97707138046127,5.800326154884804,13.192766140659515,41.04031413702696,2021
2021-10-17,edi,599.680038915667,4.847876948857039,98.8600335891816,19.83760907332706,4.854764182399207,32.9833065289826,9.043500310702377,45.88839394176097,41.42018214882539,35.768315456325425,44.19648456001484,5.8837826389451315,10.949050634698942,16.114011795758763,50.67264927455364,2021
2021-10-24,edi,599.680038915667,3.340403944516526,83.47878191692269,32.64286048738165,3.3458920279849513,34.19306286298028,8.592002358985331,50.04470558032054,45.17178839058901,43.89287809626515,38.55964207940195,4.962926227468245,6.321575553423523,21.08823360590979,44.68520795218338,2021
2021-10-31,edi,599.680038915667,2.4316470893886835,68.80919916789951,21.580391735040457,2.435890523132588,51.136295845368004,7.176377691792688,43.58167968229735,74.92966784061136,28.12375059134322,0.0,3.974822933377141,4.1944193340464455,17.490278730753545,37.45553991928216,2021
2021-11-07,edi,599.680038915667,3.2474026724754395,110.88414833368378,23.77528219515774,3.2520551709317043,38.35155474032663,6.160779721859143,54.411272424050075,56.129345163928846,28.17087480988602,0.0,3.6639065566594358,2.4546978660516063,16.377322897988766,35.4413185313339,2021
2021-11-14,edi,599.680038915667,2.9942085795563513,99.92475228924718,28.585529364366337,2.9989659827347617,44.69579135188647,7.209616059328825,56.87587021544288,83.66158983241932,38.272183655899674,0.0,3.9222912199309925,3.6070221220843126,17.753187966997793,38.818952444438025,2021
2021-11-21,edi,599.680038915667,2.6637070067835147,143.0857085855378,34.07732708438469,2.6683073869816245,56.37169542204629,7.941998077504457,48.81385157000749,80.11051675353875,28.830589457090625,42.74007299232739,4.079331437091985,2.927338427768159,18.699606012729152,41.309910870541145,2021
2021-11-28,edi,599.680038915667,1.6340871127665797,158.2310339273351,34.75555080203854,1.6374592654506528,54.45527046705653,7.578250912945771,9.863477559655799,8.90305809482678,25.034556183818317,18.999620436777096,4.475700226005307,1.592034907662155,20.7817506899736,46.378110498020774,2021
2021-12-05,edi,599.680038915667,2.317316676291962,124.85885877764883,25.45986785851631,2.3216808926715324,52.77048720028504,9.46017766948431,58.493201127732746,52.7976430871268,14.909748399036161,18.778850441563854,4.462428896464815,1.8471943535420041,20.540272865949945,46.30223283801866,2021
2021-12-12,edi,599.680038915667,3.62266333173161,137.17765595288947,34.51188066334663,3.628179872506204,69.24051915132746,13.167988430448487,47.44656780857735,42.82663462709217,18.603058017613062,0.0,4.451346325777692,3.1298775330976887,19.99340977518665,45.52017959473854,2021
2021-12-19,edi,599.680038915667,0.33389240519504765,140.1873324832668,22.45172144704713,0.3346938649142082,64.75251796604711,13.564617690303468,50.81135126138112,28.966600925101925,14.20879995860535,20.605445045162753,5.139356136785828,3.6033219021188727,22.53819876083601,51.822111237567526,2021
2021-12-26,edi,599.680038915667,1.3076622332811467,110.55508089374953,41.22057173222281,1.3104393794328155,53.959374239214604,8.36662349116463,25.385177815647484,0.0,17.902363501375817,0.0,4.539745900590746,1.1660433870646376,19.449103418315133,45.1577750922736,2021
2022-01-02,edi,599.680038915667,3.162793613700143,46.639622904072226,53.21318530965868,3.1682559461091206,54.3577919186056,7.054186604213785,79.03619976317762,28.536137435505438,32.47276818711332,0.0,5.165523193875821,1.2572116517878775,22.203265721474764,52.05301883503875,2022
