x_geo,beta_m_bing_l_imp,beta_m_bing_l_clk_alpha0_beta0,beta_m_google_n_clk_alpha0_beta0,beta_m_trade_desk_l_clk_alpha1_beta0,beta_trend,beta_gqv_n_actra_gix,beta_web_new_customer_logins,Intercept,e_intercept
muc,5.801709620073285,0.40182288529696064,5.884948948636609,1.378132115638497,5.832426256669495,7.62123219432129,1.4983798270196207,1782.7919592430046,
