x_geo,beta_m_fb_n_imp,beta_m_google_n_clk,beta_m_google_n_imp,beta_m_youtube_n_clk,beta_m_trade_desk_l_clk,beta_m_linkedin_l_clk,beta_m_fb_n_imp_adstk,beta_m_google_n_clk_adstk,beta_m_youtube_n_clk_adstk,beta_m_google_n_clk_alpha0_beta0,beta_m_trade_desk_l_clk_alpha0_beta0,beta_m_linkedin_l_imp_alpha0_beta1,beta_m_google_n_clk_alpha1_beta0,beta_m_trade_desk_l_clk_alpha1_beta0,beta_m_linkedin_l_clk_alpha1_beta0,beta_m_trade_desk_l_clk_alpha1_beta1,beta_m_linkedin_l_imp_alpha1_beta1,beta_ec_tbill_3m,beta_web_new_customer_logins,beta_gqv_n_retire_gix,beta_ec_psavert,beta_trend,Intercept,e_intercept
rot,1.708311452934983,0.14805951847428947,1.3229556038355084,0.26068586473698485,0.368569116182131,0.1743919569348225,0.3441306770255116,2.2696630620313085,0.2744868855316303,0.1437947705655019,0.36749512879427576,0.4329319038805553,0.14379477056550297,0.3674951287942781,0.17551105874324888,0.34843775720378956,0.43293190388055625,0.3575380320283296,0.3203458898405625,3.96667081406916,2.590738412674961,2.0647068892623457,307.53030838653876,3.620061513347319e+133
