x_dt,x_geo,base,ac_m_fb_n_imp,ac_m_google_n_clk,ac_m_google_n_imp,ac_m_youtube_n_clk,ac_m_trade_desk_l_clk,ac_m_linkedin_l_clk,ac_m_fb_n_imp_adstk,ac_m_google_n_clk_adstk,ac_m_youtube_n_clk_adstk,ac_m_google_n_clk_alpha0_beta0,ac_m_trade_desk_l_clk_alpha0_beta0,ac_m_linkedin_l_imp_alpha0_beta1,ac_m_google_n_clk_alpha1_beta0,ac_m_trade_desk_l_clk_alpha1_beta0,ac_m_linkedin_l_clk_alpha1_beta0,ac_m_trade_desk_l_clk_alpha1_beta1,ac_m_linkedin_l_imp_alpha1_beta1,ac_ec_tbill_3m,ac_web_new_customer_logins,ac_gqv_n_retire_gix,ac_ec_psavert
2020-01-05,rot,307.53030838653876,13.973396171508517,2.078985472972481,33.66173415864059,9.626252533008238,6.347446668731778,2.2925171529993658,0.0,0.0,2.306370664306928,2.08438192999785,6.3302321622229325,8.731216675526309,2.0843819299978654,6.330232162222971,2.308139055729275,6.023552578222962,8.731216675526326,40.03694635309604,4.812367200250538,364.2325160752969,50.47780599320342
2020-01-12,rot,307.53030838653876,49.61364334440196,1.2809375835433239,27.087412445795565,9.173266348690463,8.725156589611442,0.693251091466017,5.203348241921421,16.40760647144757,6.227100903373,1.2854700858608876,8.701245836413783,1.219107474227827,1.2854700858608967,8.701245836413836,0.6979974486040824,8.275515102930505,1.2191074742278287,31.024356938818414,7.623877578283358,296.00916307237134,40.55883334954222
2020-01-19,rot,307.53030838653876,95.3132356791093,14.852382046382864,132.71042794847511,6.239870424794811,8.850653322261051,1.6279204420875688,14.690559603154245,76.99248743572711,9.393519497451784,14.424569867027277,8.826469263041803,8.355712742162146,14.42456986702738,8.826469263041858,1.6390314148387826,8.395803291282176,8.35571274216216,35.86592407241117,9.388439211940415,310.37057645542274,48.55758200981178
2020-01-26,rot,307.53030838653876,66.4476557328886,3.4209872584977465,31.256185145475442,8.96708378416139,14.67533334191517,3.508917942727151,18.38327428054686,124.17326542917704,7.856385808145046,3.4142960763408525,14.6345639004527,8.296437350750091,3.414296076340878,14.634563900452791,3.532670503768393,13.909209922387882,8.296437350750109,33.05916110772669,6.225385418956508,271.41101180810057,46.29623537809056
2020-02-02,rot,307.53030838653876,76.6826854430707,14.395414229282236,74.6389209662331,10.624964706624558,4.408980524905804,5.303948708772928,19.25401043767875,138.7700307533205,9.25610683940669,13.980764679134452,4.397055571016107,16.07521696326319,13.980764679134552,4.397055571016136,5.339624938562089,4.184578753423334,16.07521696326322,33.779488565728805,6.73183377665698,308.5346761526608,50.13003710674238
2020-02-09,rot,307.53030838653876,83.80406637203018,3.0599249059971294,43.36698241637534,9.611152610016058,12.04632329633857,2.567326059437881,18.405397372753868,130.29393309045977,10.116748912997465,3.0568187891708396,12.013076599048096,8.361509625410205,3.056818789170862,12.01307659904817,2.5847717929253506,11.421350065648673,8.36150962541022,25.514861839839355,8.71944533333063,263.39333318359456,47.96075710105357
2020-02-16,rot,307.53030838653876,72.7442700747017,4.169178225255161,50.634888097465584,8.52516594212587,10.093552255463715,1.229917191714455,20.080923971181228,96.64036397663143,10.240531692218884,4.15470336228303,10.065865730305097,7.4195015901960435,4.154703362283061,10.06586573030516,1.2383227858255814,9.57293266086444,7.4195015901960595,19.88778304863134,11.208034957349907,283.532949549155,50.66213909454166
2020-02-23,rot,307.53030838653876,101.17411848584382,9.0369984294262,54.17063841919141,7.0785474790862155,10.260940674709296,1.1956420332806383,20.796691910016786,80.8760752504246,8.98388749256228,8.89704035169317,10.23279173016706,3.953615004056637,8.897040351693235,10.232791730167126,1.2038149223498866,9.731628917007757,3.953615004056643,13.206260373893516,10.033698838779236,271.3746363514038,51.69513310432412
2020-03-01,rot,307.53030838653876,83.90522459090022,9.620712501093204,54.170165664357064,20.124551417551015,12.6042798862979,1.9130755184054569,20.471662596948917,115.66513177956107,10.706744271635072,9.43573011199695,12.569404796003422,7.633346314751813,9.435730111997021,12.569404796003502,1.9261068607407694,11.948782932861809,7.633346314751827,5.734141063009324,7.445420294839896,254.4674743479302,47.524139684041565
2020-03-08,rot,307.53030838653876,126.47811383119996,8.505964053281536,45.35885625874491,16.71087552657924,17.308351031734727,0.14700836975718903,26.528682246400844,160.0108127484022,19.18769408938707,8.401045600347265,17.260233683610824,1.3919015743881185,8.401045600347326,17.260233683610938,0.1480173757740238,16.404181169423115,1.39190157438812,6.02559175950218,7.4125029889202665,203.83874157120445,67.1240226274718
2020-03-15,rot,307.53030838653876,173.36465570457162,13.526774510200179,63.600168524216855,31.29396555376295,35.555327247820394,4.242038919185445,34.48075888993273,178.36461604861432,25.68357375092817,13.259256330989801,35.4535334538088,11.002968804038906,13.2592563309899,35.45353345380902,4.270791019756763,33.64547499209124,11.002968804038925,5.914277105557018,11.130020992765413,291.97269984200955,88.40010195897419
2020-03-22,rot,307.53030838653876,192.8008872975466,15.500805204148579,87.38551756874425,31.381444781691822,35.54223985363588,8.129854284254685,39.61704659372045,198.5813584369317,29.502355241108877,15.125530136664961,35.440358786037585,21.385807927136725,15.125530136665068,35.440358786037805,8.184266188977086,33.63087351047497,21.385807927136767,4.831647559317095,11.783840633600402,181.45344118635578,98.01266614247507
2020-03-29,rot,307.53030838653876,143.00559372371768,16.645327742517154,132.433261740867,29.30714418838334,32.029220997042536,8.925718353437812,38.68827863531554,222.5953590203538,30.858699378319066,16.16587105231246,31.937624529231766,19.331977122941026,16.165871052312575,31.937624529231968,8.985183721333026,30.310589786041707,19.331977122941062,3.604635582545247,8.803946891402218,142.70268913959546,102.05714649512491
2020-04-05,rot,307.53030838653876,99.0674516017872,15.277704497286042,58.82821264379861,25.588200809928995,11.087682623729123,3.3361961902777737,31.1593431578324,226.64761162685664,28.127430935220133,14.837641210728828,11.057247978256727,9.585027757066287,14.837641210728933,11.057247978256795,3.358827928863824,10.515407960297432,9.585027757066303,2.918646542889762,2.3157793599366046,114.60563322611866,123.1583193859817
2020-04-12,rot,307.53030838653876,97.02272531357441,8.294851718299666,36.313873227871206,13.92523677792051,13.307497639404056,0.7957567812446761,23.871529496131195,191.58631637243673,22.42968374299562,8.17437488838844,13.270672552221958,3.948999825794441,8.1743748883885,13.270672552222043,0.8012039200559979,12.615353563094173,3.9489998257944485,2.599420549168448,2.9095933475848637,118.99193574190714,152.18620168886036
2020-04-19,rot,307.53030838653876,98.49983822842334,6.8573310397696225,51.54620004045465,9.774400789943675,18.277280922283442,2.254184684144281,23.66874524567504,147.31870430211566,16.431740221412618,6.7868163150315945,18.22614333864922,8.084877812810758,6.786816315031644,18.226143338649333,2.2695286744012853,17.316679954311837,8.084877812810774,2.6239386749940445,2.628271626838188,153.21595595769526,198.27688123004648
2020-04-26,rot,307.53030838653876,111.63422787015833,3.3070266917555644,45.68196546121512,9.557291889565859,18.851708419169203,4.62603695070201,26.82044404326332,109.54333640057156,12.419633257497386,3.305765487256101,18.799144121870658,11.33160908929282,3.305765487256125,18.79914412187078,4.657293390348274,17.864130086463188,11.331609089292842,2.87567281761232,2.889019726464078,128.56784005968265,268.2836462616322
2020-05-03,rot,307.53030838653876,77.15497597972438,4.227698755938473,44.34586642109301,9.914248888077863,8.545027570486461,3.6423411517356117,22.459090831064916,65.77862522831697,9.457438073576533,4.211499048845113,8.52166771398204,7.697785704133214,4.211499048845144,8.521667713982094,3.6669921873247193,8.105689694905672,7.697785704133229,2.5275434309045814,3.1664705047771258,75.15467749519834,245.42761298519716
2020-05-10,rot,307.53030838653876,106.20376487212019,2.971917539051649,44.87653258032872,6.287456767360301,13.686170849760588,1.6222128363959336,21.64636056069242,55.978636898899076,8.889809080339552,2.9699194985847055,13.648258575760874,4.878520628331891,2.969919498584727,13.648258575760957,1.6332801494953821,12.973631193539736,4.8785206283319,2.645331466517291,2.455292435073969,66.75159603882888,238.60623041119223
2020-05-17,rot,307.53030838653876,76.73660949141994,3.3269643248801075,40.555502932687396,12.70583526559214,9.629318480031761,2.095986457239737,24.535323394377844,58.44685110296884,9.885130079074397,3.3249599809260695,9.602988311748282,5.51578042164683,3.324959980926094,9.602988311748344,2.1102725169595993,9.13412281608353,5.515780421646839,3.1584950222867367,2.9750266635996243,58.642908168046155,249.96418864117987
